id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
719162320,"""

""""Pornographic"""" is only one of the many meanings of the word """"obscene"""". Taken from 

ob·scene  (b-sn, b-)adj.
 Offensive to accepted standards of decency or modesty.
 Inciting lustful feelings; lewd.
 Repulsive; disgusting: """"The way he writes about the disease that killed her is simply obscene"""" (Michael Korda).
 So large in amount as to be objectionable or outrageous: """"local merchants in nearby stores get hammered by stratospheric rents and obscene taxes"""" (Joe Queenan).
offensive or outrageous to accepted standards of decency or modesty
 (Law) Law (of publications) having a tendency to deprave or corrupt
 disgusting; repellent an obscene massacre
 offensive to morality or decency; indecent: obscene language.
 intended to stimulate sexual appetite or lust; lewd: obscene movies.
 abominable; disgusting; repulsive.

As you can see, to limit """"obscene messages"""" to simply """"pornographic imagery"""" is clearly original research. And if I where you, I'd stop with the finger pointing accusations. This is Wikipedia, not a kindergarten. (Talk • Contribs) """,0,0,0,0,0,0
729566708,"""
You have to remember that this article and its related episode page are about a series which is popular with, shall we say, """"younger"""" editors (see the section above), so as a result often ends up being altered without much attention being paid to sentence construction by a multitude of different editors. Over time, this leads to mistakes.

Incidentally, the final """"produced by Tiger Television for the ITV network by Thames Television"""" does make sense if you know the context - it means that it was made by a production company called Tiger Television for the London weekday broadcaster Thames TV, who in turn syndicated it to the UK-wide Independent Television (Channel 3) network. '''''' talk """,0,0,0,0,0,0
746806639,"25 centz 

This was a  non-notable band according to the criteria set out in WP:Music.  Perhaps Myspace would be a better location for this information rather than an encylopedia, until the criteria are satisfied. (aeropagitica)",0,0,0,0,0,0
764135765,"friendly notice 

hey BilCat, what's your problem?",0,0,0,0,0,0
765142199,"""
I think I might've figured it out. It's not actually a diff, but an old version number that is plugged into the template. I think this would really help both newer editors that aren't sure exactly how to use the history, as well as older editors who just want an easy way to find the information they're trying to source. Thanks! Anode """,0,0,0,0,0,0
772402535,"Roxelana 

I did not put anything false on hers. she was a Queen, I know im Turkish I went to the museum I know her history I don't make things up",0,0,0,0,0,0
792461063,REDIRECT Talk:Belisarius Begging for Alms,0,0,0,0,0,0
797131553,"Lord High Parliamentian, &c.;,  

In reply to your question on my talk page, technically, it should be Your Holiness, since the office of Archpope of the Church of the Foursquare Trinity, which I also hold, outranks the Lord High Parliamentian.",0,0,0,0,0,0
797617667,"""

ReferencesPlease use high quality references per WP:MEDRS such as review articles or major textbooks. Thanks and welcome to Wikipedia. (talk · contribs · email) """,0,0,0,0,0,0
809257181,"This article should remain Islamic extremeist terrorismas thats what it is, as for Zionist political violence i think it should be called Zionist extremist terrorism. If a renaming comes up feel free to drop a line to me on my talk page and i'll happily argue for that.",0,0,0,0,0,0
818316615,"Apparently it used to look a lot more like a castle, but they removed the battlements and top floor in the early C20th.",0,0,0,0,0,0
839277218,"""

I didn't call you a """"biased backward yank retard"""" I asked why you act like a """"biased backward yank retard"""" (which you do) there is a difference, and adding my comments to the talk page is the best way to sway people to my point of view but people who act like biased backward yank retards like to censor such comments go figure92.238.252.159  """,1,0,0,0,0,0
850753790,"""

 Mind providing some Peer Review comments for Cotton-top tamarin? 

Hi Casliber, it seems you're well-known around these parts for doing FA-quality work on natural sciences articles.  Recently 68 """,0,0,0,0,0,0
867036368,"""

It was very constructive you are just very very stupid. ARKJEDI10  """,1,0,1,0,1,0
870494618,"}}
{{WikiProject WikiProject Historic sites|class=",0,0,0,0,0,0
871527188,"No one is insinuating anything about you; it might be better to view the comment more constructively. Did you forget that a gross generalization was made about the narrow mindedness of society. This type of statement is insinuating that the populous is narrow minded. And, that populous is composed of individuals, which supports my original point. If you are going to put yourself out there by making edits, revisions, and comments to Wikipedia (created for all people); it might be best to remain objective and knowledgeable, otherwise leave the change to someone else. 

I've viewed many of your editing comments and you often attack the editing attempts of individuals or the work they cite. Please stay objective when making comments, revisions, or edits. If you are unsure then don't make the change  take time to research the problem. If you do make the change, then it is unnecessary to make comments that are unconstructive and lack objectivity. Simply state your change and move-on... If you dish it out then please be willing to take it; this was never about you. Please smile and be happy.",0,0,0,0,0,0
888147137,"""
Go to Special:RecentChanges and make 50 or so reverts, either manually, using the undo function, or with the script, twinkle.  Once you have done this, go to WP:PERM/R and make a request.  Regards, ''''''(TALK) """,0,0,0,0,0,0
896440365,"AGLOCO
Hey, just wondering: Are you the AGLOCO staff monitoring the article for abuse? — (talk)",0,0,0,0,0,0
903134494,"""

 You know what? Fuck you! I tried to be civil to you earlier, but since you're not gonna pay me the same courtesy there's no point. There's no need to poke fun at me using the word """"man"""" and making sarcastic comments about using references. Now I know you're just looking for a fight. I've worked on the content, and I only ended up keeping a few sentences but they don't have sources, so let me look for some right now. """,1,0,1,0,1,0
939463818,"I'm game too. What do we do? I guess I'll sign out the Wright monograph again, and start looking for Pouzar 1958?",0,0,0,0,0,0
950706683,"This is not patent nonsense.
I am not taking offense
But I believe you deletion was either ethnically or racially motivated, or perhaps, you are an alcoholic who is put off
my the anti-liquor stance of The Legendary Danny O'Doul.

Speedy deletion of Image:The LDO.jpg
 A tag has been placed on Image:The LDO.jpg, requesting that it be speedily deleted from Wikipedia. This has been done under section G1 of the criteria for speedy deletion, because the page appears to have no meaningful content or history, and the text is unsalvageably incoherent. If the page you created was a test, please use the sandbox for any other experiments you would like to do. Feel free to leave a message on my talk page if you have any questions about this. 

If you think that this notice was placed here in error, you may contest the deletion by adding",0,0,0,0,0,0
955104481,"HE THINKS THEY ARE COPYRIGHT VIOLATION. PITY HIM, HE IS SICKO!",1,0,0,0,0,0
969644150,"""

 MOS 

I think such basic instruction is minimised at MOS: it's not a grammar textbook. Sure, there's a little in """"Usage"""", but only where desperately needed. A conjunction can begin a clause—even a sentence. I wouldn't insert such a prescription to that effect. Are people doing it on WP in a dysfunctional way?  (talk) """,0,0,0,0,0,0
977790065,"Really? I rejoice amused and amazed. What are those acts in the context of I-A conflict? I have zero business in that area. I my world there are no Israelis or Arabs, in it everyone is just people. The only asymmetry is that some people, sometimes do the wrong choices (but they can do the right ones other times). At the end what everyone want is to eat and have fun. And so do I. Anyways, don't worry too much. In the end I only listen to myself and only to myself I obey.",0,0,0,0,0,0
979105271,Are you threatening me for disputing neutrality? I know in your country it's quite common to bully your way through a discussion and push outcomes you want. But this is not Russia.,0,0,0,0,0,0
983161859,"Sorry for calling you a coward, but how exactly is creating a template stating that an article had been through previous VfDs then adding it to a page up for VfD vandalism?",0,0,0,0,0,0
1017368362,"""

 Wait a Second... 

The Message is not included on this list?  That song was the first thing that came to mind when I heard about this list.  It includes the line """"I swear, I might hijack a plane.""""  Why wasn't it included?66.177.73.86  """,0,0,0,0,0,0
1035617232,"No, there is no consensus for this.  This section is a discussion of our coverage of weight budgets and discussion of dab and the like is tangential to this.",0,0,0,0,0,0
1048994919,"Yeah your welcome. If you need to ask me a question or anybody else, just let us know. See you later.",0,0,0,0,0,0
1050389269,Hey Coelacan! Do it!,0,0,0,0,0,0
1062191540,"""My understanding is not odd and certainly not incorrect (thats the last thing it is). Titles in Britain when being examined in such fine detail have many ambiguities and many historical exceptions exist, and you will often find people making up the rules as they go along (e.g, a divorced Princess of Wales's title, the title of """"Princess Consort"""" etc) which is why there is the possibility that either side of an argument MAY be right. You do have a good point but I think you're relying too much on an isolated case, which, in any case, doesn't explicitly show what you're trying to prove.
""",0,0,0,0,0,0
1063540668,"Total Page Revision 

This page has become a matted net of cruft and I'm trying to comb it out. It's definitely a little bit of a rough way of doing things but it needs desperately to be done. I'm essentially copy-editing the whole thing: changing what formatting needs to be changed, checking sources for validity and finding new ones where necessary, keeping the analysis fair and conservative, and above all trying to develop a little coherence. Please message me if you have any concerns before reverting anything, as most of my edits are dependent on one another at this point. Thanks.",0,0,0,0,0,0
1065542064,"Do you have 3rd party sources that cover the subject?  News, books, ect that are about Dr. Brown?v/r - P",0,0,0,0,0,0
1086099304,"Have a good eve. giano, and I agree with Risker, mostly.  liqour is fine in the afternoon's here in the uncivilized west, it's one of the few actual preventions for Montezuma's Revenge.",0,0,0,0,0,0
1098067176,"Hey 

It's interesting that a new user would have such immense knowledge about the history of this article, my posts as well as those of LBMixPro. Perhaps there's something you're not telling us.",0,0,0,0,0,0
1099662066,"March 2008 
 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.    
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0,0,0,0,0,0
1102537245,"""

 Corrected spelling of """"recognised"""" to """"recognized"""" in the Pluto article. 

I undid your revisions to the article, as your spelling is incorrect according to both Merriam-Webster's dictionary and my computer's standard spell-checker.

Wikipedia was founded by Americans, and is hosted on servers in America.

Pluto was discovered by an American, and its named approved by Americans.

So you and your retarded-ass Asperger self can shut up and go cry in a corner about how your country sucks ass compared to America. Leave your goddamn piece of shit British spellings where they belong: in the toilet where America rightly put them.""",1,0,1,0,1,0
1108786298,"photo request 

 24.177.120.138",0,0,0,0,0,0
1115316430,"""
\Go to my userpage! Just click on """"codelyoko193"""".  """,0,0,0,0,0,0
1130875035,"So, you refuse to explain your reason to block me with diffs? 88.104.27.75",0,0,0,0,0,0
1137429102,"You're Not Going To Destroy Wiki 

You said that wiki admins look down on people who repost deleted material. If that's true, then why do they allow people the option of appealing their reposts? Rather, the admins look down on those who cower from the truth. Consider that. I don't know who you think you are. You're in no position to dictate to others what they should or shouldn't do. I am in process of appealing this to the wiki admins about your constant and ignorant reluctance to accept the true histories of people WHICH YOU ARE AND NEVER WILL BE PART OF. Once again, you don't qualify to re-edit people's work. You're not European. You don't have an inkling about European history and therefore don't possess the authority to counter our history. You're not our people. Just stick to what you know best, which is Chilean culture, and leave European culture - which you know nothing about - out of your reach.",0,0,0,0,0,0
1148598836,"Apparent vandalism edit?
Adam, can you please explain what's going on with this edit? It honestly appears to be blatant vandalism, which is quite out of character for you. Are you still in control of this account?  Talk to me",0,0,0,0,0,0
1150845666,"Thank you for experimenting with the page Chicken on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  If you feel that the edit I reverted should not have been reverted, please contact me.   (talk)",0,0,0,0,0,0
